PCODE;Weeks;Name;Population;Cases;Cumul_cases;IR_100000;CumulIR_100000
NG011012;35;Ohaukwu;258700;;2;0;0,77
NG011012;36;Ohaukwu;258700;;2;0;0,77
NG011012;37;Ohaukwu;258700;;2;0;0,77
NG011012;38;Ohaukwu;258700;;2;0;0,77
NG011012;39;Ohaukwu;258700;;2;0;0,77
NG011012;40;Ohaukwu;258700;;2;0;0,77
NG011012;41;Ohaukwu;258700;;2;0;0,77
NG011012;42;Ohaukwu;258700;;2;0;0,77
NG011012;43;Ohaukwu;258700;;2;0;0,77
NG011012;44;Ohaukwu;258700;;2;0;0,77
NG011012;45;Ohaukwu;258700;;2;0;0,77
NG011012;46;Ohaukwu;258700;;2;0;0,77
NG011012;47;Ohaukwu;258700;;2;0;0,77
NG011012;48;Ohaukwu;258700;;2;0;0,77
NG011012;49;Ohaukwu;258700;;2;0;0,77
NG011012;50;Ohaukwu;258700;;2;0;0,77
NG011012;51;Ohaukwu;258700;;2;0;0,77
NG011012;52;Ohaukwu;258700;;2;0;0,77
NG011013;1;Onicha;313100;0;0;0;0
NG011013;2;Onicha;313100;0;0;0;0
NG011013;3;Onicha;313100;0;0;0;0
NG011013;4;Onicha;313100;0;0;0;0
NG011013;5;Onicha;313100;0;0;0;0
NG011013;6;Onicha;313100;0;0;0;0
NG011013;7;Onicha;313100;0;0;0;0
NG011013;8;Onicha;313100;0;0;0;0
NG011013;9;Onicha;313100;0;0;0;0
NG011013;10;Onicha;313100;0;0;0;0
NG011013;11;Onicha;313100;0;0;0;0
NG011013;12;Onicha;313100;0;0;0;0
NG011013;13;Onicha;313100;0;0;0;0
NG011013;14;Onicha;313100;0;0;0;0
NG011013;15;Onicha;313100;0;0;0;0
NG011013;16;Onicha;313100;0;0;0;0
NG011013;17;Onicha;313100;0;0;0;0
NG011013;18;Onicha;313100;0;0;0;0
NG011013;19;Onicha;313100;0;0;0;0
NG011013;20;Onicha;313100;0;0;0;0
NG011013;21;Onicha;313100;0;0;0;0
NG011013;22;Onicha;313100;1;1;0,32;0,32
NG011013;23;Onicha;313100;0;1;0;0,32
NG011013;24;Onicha;313100;0;1;0;0,32
NG011013;25;Onicha;313100;0;1;0;0,32
NG011013;26;Onicha;313100;0;1;0;0,32
NG011013;27;Onicha;313100;0;1;0;0,32
NG011013;28;Onicha;313100;0;1;0;0,32
NG011013;29;Onicha;313100;0;1;0;0,32
NG011013;30;Onicha;313100;0;1;0;0,32
NG011013;31;Onicha;313100;0;1;0;0,32
NG011013;32;Onicha;313100;0;1;0;0,32
NG011013;33;Onicha;313100;0;1;0;0,32
NG011013;34;Onicha;313100;0;1;0;0,32
NG011013;35;Onicha;313100;;1;0;0,32
NG011013;36;Onicha;313100;;1;0;0,32
NG011013;37;Onicha;313100;;1;0;0,32
NG011013;38;Onicha;313100;;1;0;0,32
NG011013;39;Onicha;313100;;1;0;0,32
NG011013;40;Onicha;313100;;1;0;0,32
NG011013;41;Onicha;313100;;1;0;0,32
NG011013;42;Onicha;313100;;1;0;0,32
NG011013;43;Onicha;313100;;1;0;0,32
NG011013;44;Onicha;313100;;1;0;0,32
NG011013;45;Onicha;313100;;1;0;0,32
NG011013;46;Onicha;313100;;1;0;0,32
NG011013;47;Onicha;313100;;1;0;0,32
NG011013;48;Onicha;313100;;1;0;0,32
NG011013;49;Onicha;313100;;1;0;0,32
NG011013;50;Onicha;313100;;1;0;0,32
NG011013;51;Onicha;313100;;1;0;0,32
NG011013;52;Onicha;313100;;1;0;0,32
